	ERR030886	ERR030873	ERR030877	ERR030878	ERR030879	ERR030872	ERR030880	ERR030881	ERR030882	ERR030883	ERR030884	ERR030885	ERR030887	ERR030875	ERR030876	ERR030874
ACOT6	0.66493	0.41027	0.35228	0.09505	0.15032	1.27371	0.27586	0.20029	0.41153	1.21009	0.01004	1.33396	2.55291	0.0	0.14969	0.28164
ACOT7	1.68589	14.03575	4.77863	5.3104	4.00647	2.062	2.93613	5.38891	29.11704	3.49101	10.07557	8.44587	2.77837	1.50838	1.52558	2.99491
ACOT8	7.90825	10.1511	9.39618	8.27311	6.74871	8.70343	4.19363	6.4315	9.40184	5.85648	8.4391	11.71994	9.21919	9.32597	15.70044	9.01581
ACOT9	25.53228	14.04101	17.64024	13.52702	25.40689	21.3305	18.48227	20.07899	9.20691	18.59764	15.96561	13.221	5.69417	21.762	15.74948	16.28007
ACOX1	19.79378	10.556	13.41276	5.98771	8.71469	13.1364	30.14027	7.98906	13.53587	55.69885	9.10328	17.77879	24.60891	16.03514	25.49262	13.86117
ACOX2	9.68578	4.04415	9.71323	2.30337	2.34136	4.84502	1.67478	1.63575	0.77601	4.92459	4.51956	9.06375	29.34121	0.09105	0.80509	4.20895
ACOX3	5.3887	3.0807	5.25477	3.98852	3.18333	3.47094	4.45656	4.27975	2.80276	5.91245	2.71379	4.49589	4.06106	3.21268	2.83023	3.01911
ACOXL	0.0	1.54358	1.27677	0.56605	1.17864	1.0923	0.04244	0.08435	0.06411	0.04786	0.01699	0.18881	0.0	0.0	0.01346	0.04889
ACP1	35.68228	53.19153	35.51674	32.57519	27.98597	51.42571	22.59736	35.11285	36.34923	25.47641	28.94782	53.78719	29.82616	36.83031	21.67633	36.04427
ACP2	6.60402	9.23628	11.45514	9.58209	7.55534	12.41884	16.92288	16.5339	7.49604	13.07888	4.92122	20.61388	39.21527	7.86481	5.06906	8.02399
ACP5	1.46314	2.46548	7.31466	27.41416	32.93572	1.59158	6.55306	11.87134	0.64852	13.15536	3.55421	12.00623	13.6153	12.05953	1.38399	19.65076
ACP6	1.45145	3.51153	5.99436	2.57161	1.82512	6.43132	2.84008	3.29995	1.37661	3.60705	2.95612	9.76775	4.01579	2.35965	1.84438	2.84953
ACPL2	3.9149	14.52507	7.42845	3.89997	3.26267	2.675	2.135	2.46449	7.77383	2.92422	3.34059	6.16892	0.25117	5.09288	0.85636	7.28369
ACPP	0.10613	0.28024	40.3293	0.20222	0.30284	1.02357	0.31655	0.25717	0.13178	0.159	0.28255	4.81953	0.02462	6.85734	0.0	0.52941
ACPT	0.0	0.67177	0.0192	0.05217	0.09075	0.0432	0.0	0.10027	0.09272	0.01221	0.02994	0.0	0.0	0.0	0.05579	0.03778
ACR	0.04833	26.21606	0.05828	0.0	0.16524	0.22251	0.47785	1.15623	0.43783	0.2733	0.05151	0.05429	0.08425	0.0	0.06171	0.26133
ACRBP	0.11233	101.04484	1.01802	1.34385	1.66046	3.0319	0.70714	0.84931	0.21803	0.3982	0.3154	0.46686	0.20325	7.50914	0.01992	0.29415
ACRC	0.39103	6.76461	0.4194	3.24765	0.46661	8.23746	0.06167	1.03778	0.4867	0.66871	0.16497	2.09438	0.27531	0.28497	0.18609	0.33447
ACRV1	0.0	36.39444	0.05976	0.0	0.0	0.06314	0.08975	0.0926	1.05748	0.0	0.01996	0.07022	0.0	0.0	0.0	0.01904
ACSBG1	0.25357	0.83034	0.85316	0.20203	0.91836	0.17372	0.25943	0.3954	19.68218	0.37839	1.53077	0.53559	0.0817	0.42059	0.48379	0.65815
ACSBG2	0.02694	73.30913	0.01713	0.03263	0.11748	0.09241	0.07784	0.16037	0.03565	0.13409	0.06015	0.11208	0.0	0.05367	0.0	0.04724
ACSF2	4.4136	7.36855	12.92473	7.40636	9.98035	34.00854	10.81814	6.40051	3.20822	22.99524	7.99759	42.7572	4.23748	5.18973	7.46785	16.83871
ACSF3	2.04392	2.73914	3.56207	3.45116	1.39468	3.22659	2.92811	4.08268	1.23957	2.4143	2.33368	3.85153	3.23242	4.27917	3.43332	2.7773
ACSL1	180.85637	32.12075	24.54353	47.17216	45.82438	77.04787	243.15498	19.3363	40.60282	502.2081	25.14523	171.51505	607.17773	69.68516	131.30751	14.54558
ACSL3	16.64054	22.56526	23.89344	10.21116	21.85282	20.61203	15.9041	9.75852	40.66238	24.56837	17.37485	26.47727	22.55094	11.67981	12.51289	23.32958
ACSL4	17.51842	22.56172	17.01149	17.02603	70.26722	17.3789	54.44035	16.08426	21.9471	32.81885	49.98558	51.60078	14.44164	38.70667	112.46476	17.19343
ACSL5	4.85075	18.34945	23.18314	13.54649	22.33242	5.36702	19.5195	16.02649	3.53136	8.72585	19.71722	7.54525	37.40024	24.79066	0.97255	11.83456
ACSL6	1.14808	9.95144	0.43637	1.31011	0.5569	0.10714	0.0	0.42752	23.36694	0.12182	0.24197	0.67013	0.19744	4.26923	0.08717	0.0515
ACSM1	0.09802	1.32	5.12105	0.38067	0.17579	0.35882	0.09379	0.20165	0.12728	0.28453	0.22297	1.03557	0.54034	0.10803	0.04122	1.86493
ACSM2A	0.00745	0.27682	0.00539	0.0	0.0	0.01883	0.0	0.0284	0.0	0.06937	0.0	80.88386	65.36946	0.04365	0.0	0.00559
ACSM2B	0.0	0.16162	0.0	0.00284	0.0	0.01633	0.00825	0.01533	0.0	0.00802	0.10739	83.41244	80.65613	0.0	0.0	0.01019
ACSM3	0.40307	2.3951	3.91216	0.61899	1.40582	0.38466	0.37315	0.73171	0.05495	0.47154	3.42401	22.64189	14.12304	1.81891	0.25509	8.47283
ACSM4	0.02228	1.68059	0.03206	0.11009	0.03848	0.00265	0.02358	0.00805	0.01675	0.1173	0.0	0.0	0.01079	0.0	0.08084	0.02073
ACSM5	0.35215	0.51879	0.85385	1.60777	0.25996	0.80309	2.71777	0.23763	0.40686	6.3043	1.37297	3.98433	19.29967	0.0	0.969	0.23454
ACSS1	19.77406	11.24694	6.36189	16.84085	4.67717	9.90058	2.81994	6.50799	5.61513	3.62822	10.25441	22.33346	3.81689	13.00762	4.89344	5.81623
ACSS2	37.75453	12.08016	13.78398	14.80977	15.84588	16.46009	21.82616	14.95363	10.51535	69.10633	16.35643	25.42051	23.05225	12.64428	56.06555	11.4295
ACSS3	9.66866	7.06658	4.90022	3.88469	4.81859	10.22196	19.9903	3.28414	6.12668	14.5398	6.35986	13.87475	20.95167	0.03199	2.31659	11.15955
ACTA1	970.88632	79.63648	2.23948	24.97677	0.38203	884.71935	0.86216	0.48796	0.23884	929.73342	1.04063	0.20373	0.0756	0.07588	2972.55971	0.61656
ACTA2	69.19833	689.6748	1926.54624	299.1502	454.73064	108.56201	204.34035	743.78369	22.29102	228.80344	608.53973	196.07951	28.73753	4.30353	146.33106	367.59395
ACTB	353.47236	1428.82009	3164.14501	1429.04283	2654.52426	874.46937	2785.13427	2372.75193	1070.29603	1699.65507	3475.85315	1201.0373	708.13234	4217.33131	386.71887	2106.54471
ACTBL2	0.0079	0.0	0.08287	0.0	0.0	0.09701	0.0	0.0	0.0	0.02804	0.0	0.14832	0.00673	0.0	0.01009	0.00297
ACTC1	2366.88627	24.79163	260.54445	14.08959	3.66972	90.11106	1.1152	4.42174	0.29808	0.78481	1.04576	3.78077	0.2386	0.23867	71.99718	0.44657
ACTG1	126.5328	548.0792	759.62905	583.7807	1396.60012	590.44882	933.15535	607.47599	332.39517	484.07161	780.93472	500.58066	390.19019	955.01011	189.59657	1110.52166
ACTG2	3.72238	189.75697	2252.3742	80.52399	103.99022	14.57583	48.38404	205.19516	4.03255	50.7739	3065.01801	26.99303	3.0421	0.10328	14.89384	75.58608
ACTL6A	11.43691	58.96872	22.15159	17.05452	14.43867	20.41976	19.41203	22.19511	5.44535	16.59003	32.89993	25.60586	7.12246	19.18585	10.33318	35.66785
ACTL6B	0.0	0.27402	0.13037	0.0	0.06024	0.01437	0.0	0.00073	16.10782	0.0	0.27658	0.0	0.0	0.0	0.0	0.0039
ACTL7A	0.0	79.99193	0.0	0.0	0.0	0.02225	0.10542	0.18275	0.06885	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACTL7B	0.0	58.72929	0.0	0.0	0.0	0.017	0.02147	0.1396	0.0	0.0	0.01433	0.0	0.0	0.0	0.0	0.02356
ACTL8	0.0	6.2962	0.0	0.0	0.0	0.0257	0.0	0.03015	0.0159	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACTL9	0.0	13.02339	0.0	0.0	0.0	0.0	0.02833	0.03946	0.01388	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACTN1	25.09553	75.22846	252.06952	82.0276	78.31214	21.68862	53.52596	122.35201	17.51382	76.02989	173.48536	36.62018	23.93313	59.70591	13.48433	69.48821
ACTN2	571.69032	14.44378	2.05376	1.58825	2.72409	117.33336	0.13346	0.19495	10.88703	23.44843	0.23824	0.12307	0.05846	0.01786	696.63686	0.32509
ACTN3	0.0	1.18566	0.13844	0.01822	0.01174	2.4129	0.16216	0.1559	0.0308	58.95315	0.07058	0.0	0.0	0.00566	21.32021	0.17114
ACTN4	28.82841	73.62913	86.85773	58.25652	181.25505	83.92058	234.49603	101.30985	37.29705	111.3498	113.86514	103.99379	23.16088	65.21685	25.68161	99.20891
ACTR10	27.73702	28.66124	29.84824	18.95415	18.1794	26.82009	14.68033	16.31538	31.50352	22.05157	21.09906	37.05663	7.371	23.48899	12.56114	32.09761
ACTR1A	39.36205	38.46272	57.22148	38.74856	46.40185	24.90572	46.30357	30.62545	45.55833	34.91757	36.81997	38.3923	16.08132	40.23256	114.42884	25.8016
ACTR1B	20.08609	17.50041	26.081	21.12129	18.09258	28.93887	18.48085	21.68267	30.25498	16.9408	20.73334	22.5073	12.50699	19.76086	22.49434	18.56415
ACTR2	50.39198	64.03498	61.43799	87.91658	83.66567	66.57811	118.03558	104.52957	122.43358	82.88064	93.62533	92.69733	38.46136	331.37019	37.0443	72.80633
ACTR3	51.05558	76.83264	84.59131	88.03054	106.62001	56.08303	74.05662	83.57878	58.67029	55.57465	107.01362	97.48563	29.68247	289.61237	31.87161	73.35878
ACTR3B	1.70289	8.22064	2.46215	1.18642	2.00467	1.96284	1.37392	1.72778	11.32755	2.30401	1.76185	3.83316	1.74675	3.12863	2.76341	2.61292
ACTR3BP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACTR3C	0.47478	0.88633	0.59327	0.15025	0.7661	1.12803	0.05885	0.85755	0.47991	0.6857	0.47069	3.42593	7.03933	0.17707	0.1061	0.42435
ACTR5	1.32485	7.32255	3.48049	4.28265	1.24013	2.14065	2.16666	4.51572	1.89378	1.78349	1.47159	3.50133	2.2799	3.44779	3.41783	4.30925
ACTR6	10.30401	22.25533	18.50567	11.50977	10.69467	17.49404	8.09165	10.80029	33.92088	12.80228	16.94026	22.31048	6.93075	16.12872	4.97767	13.78108
ACTR8	7.04638	12.771	6.00393	4.45707	2.38197	8.21543	6.92531	6.04287	6.44778	6.1821	4.8568	10.83554	2.0395	7.90076	4.73395	7.56493
ACTRT1	0.0	2.96478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09506	0.0	0.0	0.0	0.0	0.0	0.0
ACTRT2	0.0	38.38743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACVR1	10.71295	11.29867	16.52487	11.628	10.31343	26.22848	14.20454	10.3677	5.30198	11.74384	14.61188	17.00101	6.2431	10.52083	14.24334	18.64777
ACVR1B	5.09028	15.25462	10.51293	7.36936	12.79643	10.4262	14.44253	10.34559	18.33532	7.64329	10.06466	30.74593	11.03863	7.69128	7.25509	8.77713
ACVR1C	0.17262	0.64897	0.21638	0.94425	0.03695	0.30386	13.95252	0.1422	3.471	14.74278	0.74194	0.2556	0.5061	0.34208	0.34978	0.10134
ACVR2A	2.47479	7.08672	8.37089	3.20061	2.75548	4.47262	4.65653	4.0464	4.14842	5.96339	5.2026	4.84283	2.1498	2.36973	3.67066	5.18348
ACVR2B	1.57048	2.95989	1.92521	1.35556	1.32335	1.63505	1.73112	0.83395	2.08098	1.37777	1.45607	1.72468	1.22424	1.48504	3.22406	2.49645
ACVRL1	9.58146	4.00347	7.97721	11.66272	41.53654	10.98488	30.62197	20.62321	2.41987	11.97838	15.30753	15.44085	1.58007	0.36722	2.34194	3.13359
ACY1	0.76737	0.68416	0.88659	0.04876	0.565	2.88957	0.86892	1.05512	0.52617	1.9711	0.53902	3.59798	1.22934	0.95765	0.43836	0.76374
ACY3	0.0	0.30142	0.12283	0.73124	0.0516	0.03679	0.16688	0.61198	0.87789	0.13467	0.37303	4.4202	3.22368	0.53605	0.0	0.19125
ACYP1	4.62676	14.57385	10.3473	15.1502	12.503	8.72063	3.27427	3.59642	17.43092	4.23005	14.27997	10.77102	0.87777	3.33583	8.38691	5.3252
ACYP2	38.43704	9.22898	11.7579	11.49719	7.76415	18.00271	5.78841	8.25119	40.70138	19.51444	6.81829	7.58998	13.11026	5.79278	27.15505	4.64515
ADA	2.31667	4.61481	3.5953	7.69156	4.60494	1.59286	5.39813	8.05168	1.1473	2.51691	3.90762	2.48613	1.93161	11.59518	1.36118	2.28336
ADAD1	0.0	74.38822	0.0	0.0	0.0	0.0	0.05438	0.03471	0.01373	0.04087	0.0	0.0	0.0	0.0	0.0	0.0
ADAD2	0.05105	13.69737	0.15483	0.08954	0.0	0.00346	1.50286	0.01624	0.17393	0.0425	0.02188	0.06904	0.03264	0.0	0.0	0.02158
ADAL	8.7447	5.79031	2.20919	1.08684	0.99549	3.25559	1.285	1.27618	2.77826	1.44935	2.023	4.42897	1.61021	1.41853	3.8081	1.16199
ADAM1	0.49702	1.58579	0.72531	2.23895	0.56507	2.20453	0.78799	3.89192	1.67425	1.57561	0.64873	2.38289	0.9834	1.49434	0.72765	3.51497
ADAM10	18.02817	16.96741	21.21864	20.41069	24.84876	28.53918	27.59593	15.39521	14.03922	14.4147	18.36595	24.40395	10.12678	76.05693	10.88589	17.0739
ADAM11	2.89614	0.55086	0.71704	0.01774	0.10857	0.05252	0.07244	0.18978	7.93092	0.14498	0.6215	0.14961	0.01119	0.00735	0.02987	0.35872
ADAM12	0.10748	1.29892	0.29621	0.63773	0.3375	0.16215	1.62691	2.06499	0.23965	6.17307	0.25487	0.27635	0.04624	0.10263	0.0	1.28771
ADAM15	16.57799	9.56142	20.61851	24.18583	34.39666	15.98211	71.14252	32.6798	9.16515	35.09983	18.60739	15.3057	5.07111	16.00725	11.03969	15.75087
ADAM17	7.23456	12.82374	6.70844	10.4077	13.42302	11.33023	20.01975	9.00893	7.97352	8.809	8.6751	7.77719	2.38441	19.04485	7.01241	12.8469
ADAM18	0.0138	10.89439	0.0	0.0	0.0	0.0	0.01679	0.03899	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADAM19	1.62032	1.71174	6.46259	12.91642	6.38923	1.58507	1.18139	17.25241	1.10698	1.02946	3.08069	0.65738	2.30038	20.75335	0.28668	2.65532
ADAM2	0.0	21.09932	0.14898	0.0	0.0	0.00302	0.0	0.05608	0.0	0.0	0.0	0.03452	0.0	0.0	0.0	0.0
ADAM20	0.03636	2.70721	0.0	0.0123	0.0	0.01428	0.08657	0.0134	0.13102	0.18236	0.07858	0.09798	0.0	0.0	0.0	0.07717
ADAM21	0.133	2.86369	0.14269	0.01442	0.0	0.14578	0.01256	0.11118	0.08611	0.05291	0.10057	0.04632	0.07032	0.03025	0.01952	0.07922
ADAM21P1	0.01077	0.16584	0.0	0.0	0.0	0.0	0.0	0.00456	0.0337	0.0	0.01476	0.00989	0.02752	0.0	0.0	0.0
ADAM22	0.56098	1.46865	1.37187	1.59371	1.05182	1.51983	0.34821	3.85957	15.73807	2.7304	0.63291	2.14444	0.01186	0.52993	0.16594	2.12417
ADAM23	29.63132	5.05305	1.00782	0.72023	0.58554	1.61031	0.62344	1.42185	22.95555	0.5925	1.6106	0.85324	0.04537	0.61322	0.9721	2.22428
ADAM28	0.32302	5.57336	2.3592	9.05873	2.59426	0.47602	1.35146	20.07379	1.90739	0.48994	0.97213	1.45591	0.141	5.03531	0.02917	2.05744
ADAM29	0.0	21.88159	0.0096	0.0	0.05043	0.00479	0.0	0.03376	0.08011	0.02356	0.0	0.02438	0.0	0.02918	0.03955	0.0
ADAM30	0.0	18.89266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0137	0.0	0.0	0.0	0.0
ADAM32	0.13337	21.67807	0.39607	0.08475	0.15066	0.25748	0.25853	0.5795	0.39289	1.30905	0.23299	0.25526	0.02068	0.0	0.08267	0.2309
ADAM33	1.97837	2.14058	24.60872	8.05297	1.36054	1.97516	4.59301	2.03816	0.16451	5.20044	5.30411	0.50146	0.12821	0.0	0.75787	4.63817
ADAM3A	0.0	6.16853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADAM5P	0.0	10.82032	0.0	0.0	0.0	0.0	0.0	0.03291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADAM6	0.0	1.30005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADAM7	0.0	127.13479	0.37532	0.0	0.0	0.0	0.07377	0.02163	0.0	0.00755	0.03887	0.01172	0.0	0.0	0.0	0.0
ADAM8	0.19505	0.27117	0.85503	5.08355	9.65172	0.2841	0.81185	2.65287	0.13544	0.44383	0.36857	0.67574	0.36084	47.48312	0.04	0.73462
ADAM9	55.23991	26.16505	35.98635	22.17819	57.6321	38.15805	44.09269	24.30373	18.19408	30.06478	37.76827	50.1448	8.50487	8.48584	20.88901	22.78445
ADAMDEC1	0.13578	0.20057	0.44341	17.44984	0.59841	0.15041	0.62776	3.26574	0.00405	0.1927	38.31095	0.21121	0.09253	0.45107	0.0	0.20722
ADAMTS1	37.87427	37.8735	70.99737	87.02687	145.32018	38.44973	114.96495	72.39335	18.9565	40.84378	92.17598	50.23398	7.9449	1.71946	37.18526	136.95182
ADAMTS10	0.42815	1.49221	1.60505	4.286	1.20396	0.81958	1.84516	3.29006	1.02615	2.94605	1.53992	0.6484	0.24958	0.27749	0.33822	2.6779
ADAMTS12	0.27517	0.82608	0.56874	0.57163	0.90162	0.33302	2.76741	0.61276	0.05194	2.90164	0.41826	0.2393	0.162	0.0	0.08533	0.53893
ADAMTS13	0.34043	0.80914	0.50278	0.2384	0.30133	0.40582	0.09418	0.28795	0.69071	0.29715	0.20718	0.3102	1.56276	0.06481	0.06812	0.20367
ADAMTS14	0.00839	0.09984	0.09691	0.37	0.37952	0.00152	0.05777	0.27273	0.76302	0.00745	0.18392	0.03083	0.05542	0.02153	0.0	0.11777
ADAMTS15	2.74249	1.6652	1.58692	1.47274	1.56001	5.1374	17.35617	1.91026	0.24369	9.61107	2.05512	4.89802	0.28484	0.0	0.29332	3.24234
ADAMTS16	0.02218	0.5211	0.80768	0.05058	0.15171	0.04196	0.3356	0.03573	0.125	0.87399	0.12178	1.62599	0.05669	0.02026	0.0	2.19481
ADAMTS17	0.10172	0.57566	0.51468	0.46218	0.50087	0.25938	0.03818	0.66457	0.36312	0.13449	0.10666	0.28222	1.17049	0.08302	0.69607	0.44465
ADAMTS18	0.02053	0.11073	0.25925	0.0787	0.0156	0.03775	3.19986	0.18823	3.1677	0.97024	1.99062	0.08568	0.00636	0.0	0.01589	0.08827
ADAMTS19	0.03903	0.08632	0.07374	0.0	0.00659	0.00627	0.01104	0.00368	0.22019	0.02309	0.15453	0.58887	0.0	0.0	0.0	1.21225
ADAMTS2	0.98006	2.29934	1.78247	3.81883	3.33397	1.12076	8.73416	2.60639	0.28576	8.6665	3.85651	2.71195	2.92908	0.01601	0.18749	3.02655
ADAMTS20	0.0	0.12461	0.0	0.0	0.0	0.00556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADAMTS3	0.14407	3.72981	0.3813	0.88306	1.40914	0.93788	0.66405	1.96534	0.35876	0.50968	0.57845	0.96753	0.20366	0.0	0.21462	2.07497
ADAMTS4	8.54215	2.29654	4.46599	14.72969	117.77859	2.19244	90.99183	7.90203	18.10258	6.91052	24.70644	2.08668	3.25042	0.10923	6.46176	26.35581
ADAMTS5	3.61159	4.02791	3.09116	1.86933	0.46429	4.52655	29.79884	2.32898	0.17557	20.33482	7.06031	2.04184	0.13424	0.82426	2.78223	8.20723
ADAMTS6	0.14423	0.70566	1.00294	0.36261	0.10383	0.10402	0.02644	0.42894	0.08144	0.12529	0.12901	0.20549	0.01035	0.07788	0.05816	0.19435
ADAMTS7	2.12023	0.72846	0.32195	0.85834	0.9019	0.25846	1.64747	1.31011	0.09524	1.07799	0.32505	0.22516	0.09434	0.00295	0.09068	2.23081
ADAMTS8	0.214	0.77648	3.44674	0.42866	42.0709	0.2111	0.3162	0.68431	1.92385	0.19813	4.46112	2.04954	0.02053	0.01325	0.0	1.41571
ADAMTS9	6.12556	2.24802	3.95664	13.17751	30.11677	3.64407	36.4473	13.17362	3.34872	3.9079	43.36984	14.27951	0.66516	0.01548	3.34119	6.73331
ADAMTSL1	0.22512	1.3842	1.21099	1.00811	0.94145	0.53204	1.01135	1.66287	0.2326	0.42232	1.65978	0.98327	0.1475	0.0	0.06729	0.62907
ADAMTSL2	2.14197	3.90382	1.3585	5.75021	5.8218	3.26026	0.16571	8.68731	1.57397	0.63966	0.85057	7.39424	4.74245	0.01956	0.19532	5.4686
ADAMTSL3	5.21062	4.1177	7.02239	1.6534	6.95587	1.96908	1.66164	2.26049	0.66293	1.93489	7.80536	3.33491	2.88003	0.0	0.41436	2.15468
ADAMTSL4	8.4666	5.80811	13.53308	5.60885	11.79005	4.81209	15.89024	5.02676	0.55394	7.4231	9.54564	2.55362	2.78179	5.9965	7.33681	18.0744
ADAMTSL5	3.68151	3.17974	1.30125	0.90018	0.20291	0.79582	0.32079	0.6611	0.10304	0.40133	0.97002	0.24989	0.60643	0.42737	1.61906	0.52857
ADAP1	1.85334	1.24218	2.60659	2.71855	2.7149	2.19558	1.66453	2.23394	25.82899	1.93418	6.96716	5.70432	0.57168	19.17233	0.26554	1.57518
ADAP2	1.98268	1.9821	3.0503	4.82091	3.66688	1.96062	5.06361	6.38777	1.48664	3.39088	1.70715	5.13525	2.33876	11.26743	0.3827	2.26928
ADAR	18.54688	40.69225	36.01366	54.94328	35.29535	32.57008	41.2098	45.6702	37.21172	27.83688	29.45515	36.41209	25.63786	117.34499	8.53668	64.54504
ADARB1	2.99265	7.73429	32.89712	14.28314	20.60495	2.63471	6.52693	8.97731	8.72451	6.8697	15.66908	4.69063	1.85403	4.14004	3.16418	6.27682
ADARB2	0.07193	0.37107	0.12455	0.19202	0.05002	0.01523	0.09515	0.04095	3.30563	0.0	1.14102	0.08319	0.0283	0.10622	0.01542	0.15268
ADAT1	2.29094	5.64679	2.42349	4.47632	1.42932	3.31375	4.12072	4.92944	2.88657	3.73834	0.85764	3.9421	1.82808	5.09402	0.74193	3.43395
ADAT2	0.31231	0.59329	1.08717	0.78523	0.45456	1.19942	0.41394	2.54691	0.58973	0.97552	0.57554	1.15859	0.64366	0.48129	0.22948	1.46597
ADAT3	0.36815	0.71218	0.80311	1.83957	0.81951	0.88782	0.53654	1.12345	0.13032	0.38236	0.80242	1.49397	0.4654	1.29233	0.06029	0.39777
ADC	0.33114	11.79195	1.33598	1.00188	0.96772	0.67404	0.31018	0.49526	3.60744	0.83295	0.89971	0.54887	0.06893	0.51141	0.18856	2.50339
ADCK1	2.37207	2.2568	2.50199	2.26623	0.70559	1.44966	1.19542	3.58196	3.06976	2.85839	1.2185	5.20052	1.74926	2.32645	0.77804	2.44489
ADCK2	3.0075	4.58876	8.09356	6.6855	3.98557	5.82957	6.19373	5.6199	7.38249	9.65392	7.22499	6.78611	3.61715	9.17621	9.57429	6.84489
ADCK3	129.33271	21.8093	42.06686	21.68592	7.17711	60.85949	31.3768	21.58193	6.69699	57.06726	25.03649	12.95778	26.33845	17.64877	328.18545	19.87208
ADCK4	4.30915	6.48054	7.27998	5.70009	4.41618	6.24618	4.26174	5.65445	3.70574	3.95676	3.06085	7.2294	4.98988	5.61244	2.38697	6.97018
ADCK5	0.83733	2.7813	1.87127	3.39272	0.6104	1.08875	1.57514	2.21992	0.79562	1.48041	1.33518	1.82216	0.81464	0.93051	1.61846	2.42282
ADCY1	1.60275	1.27556	0.36901	2.18299	0.14558	0.86134	0.4891	4.94957	15.46401	0.68646	0.46788	1.83931	4.17131	0.00582	0.28786	0.53859
ADCY10	0.05227	6.67812	0.03093	0.08046	0.00309	0.10014	0.01553	0.03033	0.06166	0.09096	0.03154	0.04486	0.59055	0.03878	0.00347	0.06445
ADCY2	0.13976	2.73248	1.56527	0.46069	0.42863	6.10054	0.25793	0.46672	22.80797	1.0573	2.65113	0.22513	0.0	0.01728	31.23668	1.51032
ADCY3	5.86275	12.57603	8.43016	22.34392	8.34855	7.9615	25.98621	14.64208	7.87822	8.4004	9.31866	5.96439	0.61057	2.89134	2.05061	20.65384
ADCY4	3.99982	3.12901	5.02517	6.16545	5.52683	3.97995	16.73885	12.43449	0.60968	8.74304	3.46466	3.66314	0.62647	0.13662	1.27788	2.76457
ADCY5	42.70306	13.0084	13.66198	3.74625	1.69454	0.95641	4.34503	6.89121	10.62946	7.02041	9.57555	4.72433	0.63144	0.00517	0.78365	8.95084
ADCY6	19.61691	4.90109	7.4988	7.9302	7.53541	4.81253	8.74269	4.89702	2.13985	18.96618	6.92803	13.60829	2.84233	0.53801	1.95733	12.0316
ADCY7	1.73596	2.8882	2.28242	12.80112	4.67191	1.80502	1.79007	6.98699	1.69806	5.15023	1.73831	1.77117	0.71676	43.9137	0.75306	10.89039
ADCY8	0.00538	2.25812	0.08566	0.03385	0.04343	0.00778	0.0	0.0	5.48451	0.0382	0.0	0.01482	0.0	0.0	0.0	0.2526
ADCY9	12.5293	5.33432	7.33124	4.57119	7.57175	18.6655	5.82272	2.9969	3.12783	3.33596	6.95058	5.95865	5.74819	3.12364	30.5369	9.26061
ADCYAP1	0.08283	2.49825	0.34109	2.09752	0.38379	0.0146	3.7804	0.73854	2.25246	0.04781	2.94423	0.24736	0.03442	0.0	0.0	0.14966
ADCYAP1R1	1.22271	2.01062	1.34051	0.85497	0.53049	0.69648	3.07244	0.94193	27.46044	2.56831	3.69063	0.09863	0.04289	0.00738	0.06572	3.71971
ADD1	65.50037	63.808	105.63445	63.4153	52.02189	59.12483	81.33932	69.16316	87.92322	57.38695	87.48638	58.33325	20.83643	76.5091	91.11317	99.36391
ADD2	0.37929	1.18649	0.33263	1.75807	0.53843	0.12877	0.47624	1.14393	7.97854	0.45101	0.70253	0.02557	0.00633	0.85583	0.0	0.19389
ADD3	34.77075	44.08136	31.41433	37.44375	25.08908	51.90791	23.33835	23.3082	72.68855	21.8212	48.18338	45.0288	5.4991	91.43854	4.10936	32.83312
ADH1A	0.22805	0.74215	1.1185	2.77416	0.7043	0.87687	20.53249	0.80573	0.01315	3.44479	3.41551	0.31073	88.88901	0.0	0.40704	0.39603
ADH1B	116.21651	57.81192	314.92251	361.16143	255.84371	112.2213	2130.24196	92.30013	2.63747	416.8046	454.16773	44.83596	596.87341	0.0603	66.28061	39.42894
ADH1C	2.70116	4.35077	6.87187	4.97592	3.88695	1.56055	26.96489	3.03971	0.0	11.70355	37.4112	20.0856	75.0854	0.0	13.39172	3.11861
ADH4	0.05576	0.21744	0.34292	1.35925	0.24573	1.10281	2.61636	0.71733	0.01994	0.61965	0.22416	0.27136	111.3441	0.0	0.87336	0.05511
